h r t rank freq norm_F
8203 61 4208 6 86 1.0033765
8203 61 4963 1 54 0.937545
8203 62 2028 0 1039 1.1372966
8204 43 403 0 4670 2.2411892
8204 75 637 25 104 0.95469457
8204 142 2514 6 118 0.91488636
8205 43 101 0 7235 1.6636782
8206 3 156 1 70 0.91227734
8206 3 8385 2 149 0.9457873
8206 9 2253 2 172 1.0135155
8206 9 6941 7 160 1.0393856
8206 13 156 1 70 0.91227734
8206 84 58 4 9739 1.2333069
8206 168 36 1 5545 1.5780802
8206 287 1818 0 1155 1.0139713
8207 37 2620 0 398 1.4386446
8207 61 9187 2 85 0.8331235
8207 84 58 0 9739 1.2333069
8207 128 1016 3 56 0.7730516
8207 128 9187 0 85 0.8331235
8208 114 9643 1 22 0.7747931
8208 296 240 0 3933 1.1217115
8209 16 2119 9 230 1.0394273
8210 281 9663 58 14 0.5538994
8210 281 10124 32 17 0.5846289
8210 281 11904 10 35 0.5517855
8211 78 3291 3 50 0.7317117
8211 144 2138 0 151 0.69072807
8211 630 138 1 6409 1.2119753
8212 245 5675 0 38 0.58928096
8212 245 12828 5 60 0.59323525
8212 807 2082 0 410 1.0227814
8213 0 8571 1 98 0.7253833
8213 453 4069 0 156 0.7267304
8215 187 278 3 1225 1.030693
8216 23 58 1 9739 1.2333069
8216 23 1068 2 665 1.00422
8216 121 240 0 3933 1.1217115
8216 240 240 0 3933 1.1217115
8216 257 1068 1 665 1.00422
8218 144 375 7 1338 1.0026985
8218 483 138 1 6409 1.2119753
8219 23 658 2 245 0.93005735
8219 105 1494 2 28 0.63803214
8219 105 5982 1 30 0.66369474
8220 171 17 3 3807 1.0094366
8222 7 6256 15 76 0.95432925
8222 10 791 5 854 1.2706488
8222 19 3235 4 57 0.88575447
8222 52 2046 3 255 1.2109445
8222 53 3963 0 77 0.79831904
8222 53 6256 28 76 0.95432925
8222 56 138 0 6409 1.2119753
8223 10 120 16 359 1.4445262
8223 56 138 0 6409 1.2119753
8223 196 3056 54 133 0.9534895
8223 313 7733 0 33 0.80614567
8223 420 1817 0 45 0.8276267
8223 637 553 1 148 1.0529758
8223 637 4527 2 172 1.0601395
8224 7 595 9 194 0.979777
8224 7 7349 197 51 0.99663395
8224 10 775 13 925 1.3399267
8224 52 5066 5 283 1.2875154
8224 382 3075 0 72 0.7718943
8226 698 1329 1 286 1.0961273
8226 722 6593 9 95 1.1582649
8228 4 10 2 3576 1.076643
8228 8 174 2 3111 1.0695355
8228 171 17 2 3807 1.0094366
8229 10 1944 5 759 1.2959174
8230 80 1942 0 244 1.0196991
8231 21 251 0 2924 0.9742783
8232 404 375 0 1338 1.0026985
8232 589 10492 6 7 0.6622273
8232 845 58 0 9739 1.2333069
8233 71 5751 2 38 0.73231465
8233 84 58 1 9739 1.2333069
8234 38 2945 63 38 0.96282864
8234 38 11687 1 56 0.9018228
8234 410 6249 1 28 0.7214255
8235 3 7059 4 60 0.87017715
8235 164 5684 2 96 0.8407449
8237 165 3322 16 163 0.8877015
8239 38 1125 22 65 0.92959946
8239 38 9499 38 89 0.89205843
8240 65 4193 0 63 0.68110293
8240 168 36 1 5545 1.5780802
8241 7 3169 29 140 0.95805097
8241 7 3496 3 100 0.9362818
8241 7 5090 12 72 0.91890574
8241 20 111 9 511 0.9457005
8241 20 443 7 918 0.9600979
8241 20 1925 10 484 0.97723633
8241 44 79 1 609 1.2485168
8242 99 8243 0 90 0.7793692
8243 65 8328 7 41 0.5542655
8243 173 8242 9 25 0.5619996
8243 173 10923 10 64 0.57461894
8243 384 1206 2 38 0.5466011
8243 566 14570 130 10 0.61086166
8244 47 4787 13 174 1.0157342
8244 47 9751 29 100 0.9463616
8244 47 10618 10 57 1.0702173
8244 205 5095 31 87 0.98659974
8244 205 8358 46 60 1.0284903
8246 28 9132 27 52 0.7622729
8246 28 11726 13 20 0.67502797
8246 28 14854 422 3 0.570412
8246 28 14887 291 2 0.5651282
8246 152 9313 0 18 0.598354
8246 515 140 33 527 0.99556005
8246 527 14726 0 5 0.5507105
8246 541 2234 2 99 0.78972954
8247 7 4177 1 177 0.97304356
8247 7 7987 0 91 0.9248552
8247 44 1271 0 878 1.3774861
8247 46 779 13 1616 1.2022377
8247 46 2860 5 230 1.1864797
8248 37 612 0 602 1.5275918
8248 61 1329 0 286 1.0961273
8248 80 3219 1 22 0.7838343
8248 128 6386 8 66 0.9367354
8249 30 1429 3 164 1.1523693
8249 94 3136 11 103 0.80593663
8249 192 7299 1 146 0.78900903
8250 202 4664 5 112 0.7848986
8251 9 889 10 118 0.9511239
8251 9 6899 16 53 0.8555084
8251 9 7599 8 69 0.95360947
8251 42 6633 0 105 0.96189815
8251 61 11299 3 56 0.94693303
8251 75 4415 5 102 0.91297984
8251 168 36 0 5545 1.5780802
8252 7 608 4 318 0.9150841
8252 10 1518 13 639 1.3847115
8252 10 3443 14 469 1.243943
8252 19 5289 8 98 0.989503
8252 50 2568 6 174 1.204896
8252 53 514 0 292 0.97141886
8252 53 2797 2 428 0.91199744
8252 53 5289 6 98 0.989503
8252 196 2917 2 140 0.9846046
8253 7 890 49 214 0.90553886
8253 19 10898 1 97 0.9461222
8253 21 3632 4 293 0.9734173
8253 196 1152 3 139 0.9168582
8253 427 650 0 117 0.97095954
8254 73 214 1 3018 1.4734644
8254 84 58 1 9739 1.2333069
8254 168 36 0 5545 1.5780802
8256 13 9987 1 62 0.8908826
8256 98 2449 7 109 0.9750256
8256 128 6012 2 157 1.0620122
8256 164 323 1 379 1.2382945
8256 865 12397 141 16 0.7553105
8257 181 2787 6 189 0.8499728
8257 181 12431 70 38 0.7447641
8257 181 13158 250 26 0.7422515
8258 9 9085 62 36 0.6804841
8259 13 435 8 44 0.8831705
8259 13 7514 16 166 0.9442214
8259 37 21 0 565 1.1967161
8259 75 3844 20 48 0.9231046
8259 241 3635 42 54 0.9133598
8260 1 7987 2 91 0.9248552
8260 290 8116 4 34 0.7748493
8261 302 1114 8 84 0.66076076
8261 302 2239 3 85 0.632233
8261 302 3937 28 94 0.65888685
8261 302 6314 20 58 0.65969634
8262 40 1647 2 71 0.9830281
8262 250 1914 1 34 0.6864392
8262 305 8262 0 45 0.7910934
8263 25 1156 0 776 1.008784
8264 633 3846 37 70 0.76212287
8264 633 6410 6 21 0.62557214
8264 633 10725 38 11 0.5705726
8264 633 12929 43 12 0.60972524
8264 633 14198 16 11 0.6038349
8264 633 14203 83 15 0.66797394
8265 125 1358 3 504 1.0307902
8266 24 3244 0 518 1.4654955
8266 30 202 6 575 1.5481902
8266 37 4341 7 88 0.7901662
8266 43 403 1 4670 2.2411892
8266 119 2389 0 118 0.8086276
8267 10 112 21 247 1.2035487
8267 10 1003 8 624 1.2520571
8267 10 1648 48 380 1.146642
8267 20 58 1 9739 1.2333069
8267 20 1043 9 1310 0.9974213
8267 20 3279 24 273 0.8586008
8267 53 2210 10 77 0.8787731
8267 56 138 0 6409 1.2119753
8267 157 2797 1 428 0.91199744
8268 30 681 5 1254 1.5137497
8268 37 1385 38 304 1.3825667
8268 164 916 2 211 1.1256838
8268 164 5130 14 65 0.8490363
8269 344 2665 0 74 0.75501204
8270 67 335 0 1383 0.9002866
8270 84 1785 1 1130 1.0359377
8270 155 10181 2 68 0.9343973
8270 200 986 29 216 0.87892973
8270 349 3780 0 53 0.75761956
8271 177 138 0 6409 1.2119753
8271 280 138 0 6409 1.2119753
8272 3 218 10 224 0.9592421
8272 3 6616 8 138 0.86978
8272 3 8847 13 75 0.87424046
8272 13 271 7 70 0.848137
8272 13 272 17 142 0.90514374
8272 13 5557 10 118 0.89678913
8272 13 6616 4 138 0.86978
8272 128 2370 0 222 1.0152131
8272 904 8046 11 49 0.7715036
8273 7 8916 7 44 0.8973937
8273 17 35 0 1486 1.0222744
8274 9 8273 15 75 0.93509966
8274 30 651 2 1223 1.5969965
8275 326 2379 2 382 1.0688224
8276 38 4944 29 92 0.9209945
8276 38 5501 27 38 0.7386612
8276 38 10354 9 89 0.91776997
8277 7 6346 24 24 0.8255144
8277 7 7243 516 19 0.7938306
8277 227 9135 0 58 0.8233998
8278 43 101 0 7235 1.6636782
8278 154 4424 0 39 0.692408
8279 9 306 34 119 1.028318
8279 9 1839 16 76 0.94623494
8279 9 9286 13 103 1.0024381
8279 61 5547 0 53 0.8824875
8279 80 5799 3 130 1.0172175
8280 23 2984 2 262 0.9382102
8280 101 8280 0 24 0.6752164
8280 267 58 1 9739 1.2333069
8281 7 2951 29 159 0.99493796
8282 30 391 6 871 1.5931708
8282 37 621 10 351 1.3367584
8282 37 2622 325 185 0.9990156
8282 84 504 16 551 0.9575149
8283 30 2823 2 467 1.5700727
8283 61 4814 5 135 0.8451752
8284 164 7560 1 21 0.8072811
8285 26 8284 3 25 0.7940934
8286 30 1104 4 1186 1.4651741
8286 63 653 1 1122 0.9339195
8286 165 4704 3 151 1.0421337
8287 7 3033 193 33 0.86462855
8287 7 8391 9 65 0.90601057
8287 10 112 8 247 1.2035487
8287 328 7026 0 67 0.75190413
8288 7 5826 2 112 0.9368639
8288 10 1077 46 375 1.1592201
8289 9 1219 0 74 1.025242
8289 22 4273 0 287 0.8962054
8289 30 230 11 4525 1.9534371
8289 30 7795 8 109 1.0253315
8289 37 1373 0 122 0.8740295
8289 37 6752 92 63 1.0340507
8289 37 7552 5 61 0.81032157
8289 75 3243 70 153 0.9440017
8289 119 4933 3 27 0.8954584
8289 165 3182 6 88 0.9175722
8290 53 269 1 725 0.98403615
8291 3 5635 5 87 0.99055123
8291 13 4570 2 83 0.90588236
8291 30 1927 3 592 1.5071228
8291 42 12859 0 41 0.8024111
8291 73 638 1 842 1.5753201
8292 8 10 6 3576 1.076643
8292 171 10 3 3576 1.076643
8292 171 17 2 3807 1.0094366
8292 395 182 0 79 0.7243945
8292 528 3004 3 102 0.6833574
8293 2 4063 0 116 0.9632712
8293 35 5178 113 69 0.9780509
8294 8 17 2 3807 1.0094366
8294 191 1544 0 183 0.84432083
8295 190 6288 1 68 0.5630245
8295 240 240 0 3933 1.1217115
8296 281 1770 50 15 0.57113445
8296 281 5535 67 5 0.5550812
8296 281 8457 40 18 0.6080357
8296 281 10124 48 17 0.5846289
8296 281 10464 56 15 0.5926897
8296 281 12884 18 28 0.5992169
8296 281 13708 71 3 0.57625765
8296 281 14538 59 16 0.5698028
8298 59 104 6 456 0.68196595
8298 59 169 3 411 0.6627867
8298 123 2229 56 82 0.73388296
8298 123 3383 4 75 0.8268664
8298 138 6543 11 317 0.6721231
8298 147 1524 0 140 0.7919623
8298 150 10528 0 67 0.6383168
8298 151 1274 3 688 0.6644673
8298 191 4628 10 212 0.88466275
8298 228 169 2 411 0.6627867
8298 228 1280 5 421 0.6962199
8298 272 959 10 418 0.72845
8298 272 1556 7 435 0.64552295
8298 272 4491 5 522 0.69464445
8298 272 6543 12 317 0.6721231
8298 383 988 3 589 0.65916455
8298 383 2482 8 599 0.6947436
8298 383 4491 7 522 0.69464445
8298 849 12208 0 37 0.6183554
8298 1056 6313 0 110 0.7267653
8299 9 1454 1 153 1.0309697
8299 9 4138 501 60 0.9039567
8299 13 457 56 71 0.9325588
8299 13 829 8 164 0.9123106
8299 13 4613 21 129 0.92205775
8299 13 8528 11 68 0.9364021
8299 37 10658 15 55 0.8048442
8299 63 653 1 1122 0.9339195
8299 67 4589 34 215 0.8916516
8299 241 9363 44 61 0.92000246
8300 153 2882 12 420 1.1703205
8302 30 2484 0 766 1.5062926
8302 30 8678 1 162 1.1007851
8302 37 1861 2 355 1.2878
8303 11 480 17 197 0.97131026
8303 11 7034 39 92 0.9170703
8306 37 300 0 280 1.3728584
8306 73 214 0 3018 1.4734644
8306 253 1454 12 153 1.0309697
8306 253 3480 63 63 0.9763732
8307 7 2374 5 44 0.99848706
8307 7 2599 6 27 0.8739391
8307 20 1304 49 583 0.9375756
8307 20 1358 36 504 1.0307902
8307 20 3839 30 465 0.96086586
8307 46 562 2 673 1.2257826
8308 10 3443 5 469 1.243943
8308 20 443 13 918 0.9600979
8308 20 3798 29 118 1.1511047
8308 46 107 2 1606 1.3561887
8308 50 806 8 813 1.270185
8308 53 774 1 214 0.96484786
8308 134 11801 2 72 0.9239037
8309 13 929 6 81 0.91664493
8309 13 6725 7 68 0.8629914
8309 80 3998 1 79 0.93546975
8310 3 7454 8 98 0.9609014
8310 37 9868 0 39 0.83894014
8310 73 638 0 842 1.5753201
8312 7 4745 3 61 0.9502755
8312 7 5642 6 58 0.9732645
8312 20 278 25 1225 1.030693
8312 20 635 21 2696 1.1500467
8312 20 2906 68 128 0.7744459
8312 20 3647 28 505 0.9778651
8312 52 794 2 559 1.4199035
8313 71 4597 2 42 0.81355417
8314 39 3000 3 56 0.81728894
8314 73 214 0 3018 1.4734644
8314 94 8063 17 79 0.7775952
8314 198 2714 4 54 0.7337619
8315 636 6029 4 11 0.59627634
8316 531 10389 4 22 0.6226098
8317 13 7804 4 62 0.84263986
8317 42 3698 0 85 0.91190207
8317 148 7124 105 124 1.0493861
8317 168 2731 0 639 1.6463255
8318 43 101 0 7235 1.6636782
8318 43 403 1 4670 2.2411892
8318 149 8318 0 57 0.7729771
8318 305 8318 0 57 0.7729771
8319 10 32 4 184 1.0748471
8319 10 1495 2 200 0.9479212
8319 10 1749 3 696 1.4497391
8319 10 2057 1 570 1.3622022
8319 21 986 10 216 0.87892973
8319 50 32 2 184 1.0748471
8320 171 10 1 3576 1.076643
8321 99 7429 0 71 0.76068556
8321 138 9 2 3754 1.0777658
8321 138 17 3 3807 1.0094366
8323 150 1207 0 63 0.63684887
8323 482 174 3 3111 1.0695355
8324 7 6526 11 34 0.8705551
8325 9 3928 2 127 1.1143432
8325 13 4321 16 121 0.95554376
8325 13 8181 14 81 0.90569377
8326 123 3383 43 75 0.8268664
8326 123 11362 53 33 0.76135015
8326 138 1912 1 202 0.6533848
8326 176 3262 0 209 0.9328977
8326 195 10977 3 56 0.60251415
8326 197 4952 3 25 0.5501633
8326 197 11090 13 6 0.5643367
8326 197 11571 6 22 0.5583547
8327 32 7772 37 19 0.80226976
8327 32 8233 406 65 0.95706785
8327 32 8461 15 53 0.9065887
8327 32 12812 74 32 0.74433553
8328 191 1544 0 183 0.84432083
8329 7 2439 4 225 0.9633235
8329 10 1518 14 639 1.3847115
8329 10 1944 0 759 1.2959174
8329 50 4187 11 426 1.1696227
8330 418 7593 0 40 0.888843
8331 23 58 2 9739 1.2333069
8331 43 101 0 7235 1.6636782
8331 103 375 1 1338 1.0026985
8331 154 6849 2 15 0.62401277
8332 9 121 21 55 0.9571882
8332 9 1055 8 104 0.95090055
8332 9 3659 6 78 1.0290544
8332 9 4344 12 65 0.8850394
8332 9 4842 37 82 0.9227574
8332 9 6762 17 107 0.92937344
8332 13 1249 41 56 0.9051907
8332 24 2076 0 298 1.0834754
8332 37 7799 21 75 1.0775968
8332 43 403 0 4670 2.2411892
8332 61 2262 1 112 0.9323834
8332 61 3074 12 101 0.94111717
8332 75 4791 20 159 0.9488736
8332 75 5810 18 181 0.9310434
8332 75 9839 109 66 0.96396035
8332 164 2303 20 364 1.5041811
8332 164 4232 4 166 1.1330929
8332 232 5810 26 181 0.9310434
8332 358 6242 37 156 0.9346864
8332 558 9523 0 32 0.9067036
8333 21 251 0 2924 0.9742783
8333 44 4 0 2908 1.4201012
8333 46 562 7 673 1.2257826
8333 46 4011 2 271 0.9531874
8333 52 129 6 925 1.5548675
8333 172 9088 0 56 0.87043136
8334 23 12092 3 20 0.62598014
8335 200 2744 1 100 0.9016769
8336 37 621 1 351 1.3367584
8336 84 58 1 9739 1.2333069
8336 168 36 0 5545 1.5780802
8336 192 264 0 195 0.75333744
8338 204 1660 2 515 0.6766941
8339 154 397 5 691 1.0470121
8339 202 3521 9 389 0.82984126
8340 23 13078 4 23 0.5951678
8340 114 3686 0 49 0.91305864
8340 121 240 0 3933 1.1217115
8340 217 13078 0 23 0.5951678
8340 240 240 0 3933 1.1217115
8340 267 58 4 9739 1.2333069
8341 1 1437 3 21 0.745992
8341 1 5878 7 34 0.8780451
8341 44 1931 2 25 0.74124944
8341 183 833 0 721 1.1153644
8341 210 2002 10 84 0.791768
8341 329 1652 1 35 0.85719
8344 7 2430 7 35 0.89357126
8344 7 3550 1 176 0.9588996
8344 7 5839 0 59 0.905222
8344 53 5634 3 100 0.9328757
8344 196 6484 2 77 0.961935
8344 196 6584 4 92 0.9890617
8344 227 6222 0 137 1.0238696
8345 57 58 0 9739 1.2333069
8345 105 11780 1 27 0.6380655
8345 126 472 0 85 0.7747583
8345 242 9695 1 19 0.6279873
8346 28 8144 1 25 0.6504882
8346 326 2241 0 945 1.2877724
8347 37 10075 1 132 0.7297251
8347 39 1433 1 78 0.8174441
8347 39 1434 13 25 0.86642426
8347 43 403 0 4670 2.2411892
8347 84 278 0 1225 1.030693
8347 355 3384 11 136 0.89871967
8348 10 323 10 379 1.2382945
8348 10 1518 2 639 1.3847115
8348 20 58 0 9739 1.2333069
8348 227 4771 1 120 0.9659915
8349 84 58 0 9739 1.2333069
8350 217 7254 2 47 0.663909
8350 326 3890 0 347 0.95845747
8351 46 567 4 1405 1.3995174
8351 157 7407 2 50 1.0061426
8352 81 240 0 3933 1.1217115
8353 109 352 9 139 0.87298685
8353 109 10813 15 12 0.619648
8353 202 4024 2 89 0.7547955
8354 146 902 2 1090 0.9266572
8354 315 6585 2 211 0.93516576
8355 4 9 1 3754 1.0777658
8355 4 17 2 3807 1.0094366
8355 171 174 1 3111 1.0695355
8355 255 8356 1 92 0.7312812
8355 344 4541 0 85 0.68470114
8356 65 11001 10 47 0.63966876
8356 168 36 0 5545 1.5780802
8356 245 4400 10 65 0.6028481
8356 245 11001 9 47 0.63966876
8356 384 5440 0 44 0.59338903
8356 384 7321 11 48 0.6179564
8357 13 436 3979 979 0.957659
8357 30 338 0 1746 1.8592455
8357 30 2689 31 228 1.0263616
8357 37 134 0 1120 1.4161556
8358 10 300 2 280 1.3728584
8358 10 838 20 308 1.2641743
8358 10 3378 10 282 1.2618903
8358 43 101 1 7235 1.6636782
8358 48 58 6 9739 1.2333069
8358 48 1063 34 352 0.9049464
8359 61 4309 1 61 0.8964289
8359 167 5780 33 101 1.0024081
8360 62 3636 17 29 0.69126713
8360 168 36 1 5545 1.5780802
8360 192 2706 0 283 0.957592
8361 22 5030 1 140 0.87037796
8361 30 230 10 4525 1.9534371
8361 30 681 6 1254 1.5137497
8361 43 403 1 4670 2.2411892
8361 63 335 1 1383 0.9002866
8361 63 2112 23 198 0.83157545
8361 168 36 0 5545 1.5780802
8363 196 4981 16 111 0.8990756
8363 290 1877 15 66 0.8500647
8364 25 1156 2 776 1.008784
8364 25 1836 6 1024 1.1491286
8364 40 6509 8597 44 0.92296827
8364 103 332 1 265 1.1287969
8364 109 879 11 368 0.79472953
8364 202 2507 4 117 0.89062166
8365 20 176 3 999 1.027247
8365 20 1410 28 528 1.016945
8365 20 1785 31 1130 1.0359377
8365 20 2151 26 404 0.87029713
8365 169 269 1 725 0.98403615
8366 171 17 3 3807 1.0094366
8366 171 174 1 3111 1.0695355
8367 10 369 5 655 1.3938969
8367 20 3798 15 118 1.1511047
8367 46 107 1 1606 1.3561887
8367 52 1095 4 1265 1.438653
8367 52 2347 8 284 1.306897
8367 212 8368 0 36 0.85673356
8368 37 1678 5 491 1.1053246
8368 192 2706 0 283 0.957592
8369 7 4864 1145 101 0.9134358
8369 44 2347 0 284 1.306897
8369 212 1702 0 127 0.96257704
8370 37 12769 4 27 0.7228507
8370 71 10273 0 21 0.7049226
8371 8 9 2 3754 1.0777658
8371 8 10 3 3576 1.076643
8371 99 8423 0 50 0.68564945
8371 171 10 2 3576 1.076643
8371 344 8423 0 50 0.68564945
8372 7 10024 13 30 0.93723285
8372 7 12752 6 31 0.8582294
8372 20 635 15 2696 1.1500467
8372 20 913 138 117 1.0018159
8372 20 6993 61 146 0.86602646
8372 46 567 3 1405 1.3995174
8372 53 8895 2 122 1.034802
8372 169 12476 1 65 0.9166069
8372 279 8895 0 122 1.034802
8373 10 273 2 790 1.4770646
8373 19 3941 10 36 0.88103247
8373 52 1427 1 901 1.7346293
8373 169 1059 0 411 0.89152247
8373 328 9191 0 31 0.8189687
8375 38 2641 31 128 0.9658637
8375 38 2896 25 75 0.9657173
8375 38 8999 14 59 0.9900775
8376 9 5224 25 86 0.97932804
8376 9 11058 2 119 1.0819498
8376 13 756 12 188 0.90709287
8376 13 10993 3 83 0.9171508
8376 142 5962 19 30 0.9683041
8376 142 13274 24 54 0.9151594
8376 241 10845 24 53 0.9165448
8376 322 4824 1 338 1.1002094
8377 9 5002 12 110 1.0201544
8377 9 5907 11 60 0.8840715
8377 13 608 14 318 0.9150841
8377 13 5003 6 79 0.94117975
8377 225 8805 0 50 0.7792334
8378 7 3902 3 87 0.91717166
8378 52 1427 5 901 1.7346293
8378 212 4322 8 58 0.9389765
8381 23 706 2 1049 1.093441
8381 149 8381 0 27 0.67117566
8382 6 393 46 61 0.5639536
8382 6 795 3 148 0.59537435
8382 6 796 14 80 0.5631614
8382 6 1299 9 164 0.5772267
8382 6 2827 10 120 0.5861676
8382 6 6631 16 109 0.57524985
8382 160 2633 17 63 0.9202412
8382 160 7260 156 105 0.9774313
8382 236 1361 12 310 0.91106135
8382 236 2769 38 53 0.88379836
8382 236 3674 157 158 1.0069946
8382 236 4468 181 77 0.9528064
8382 236 5438 81 194 0.95791507
8383 168 36 0 5545 1.5780802
8384 9 9286 15 103 1.0024381
8384 9 9528 1 94 0.9442531
8384 9 10453 34 70 0.96877056
8384 37 21 3 565 1.1967161
8384 71 3610 2 108 0.9944826
8384 80 4447 0 91 0.974587
8385 3 4787 31 174 1.0157342
8385 13 155 15 265 0.9202306
8385 13 1116 23 150 0.97693455
8385 13 8206 2 99 0.9249549
8385 30 7795 7 109 1.0253315
8385 30 9282 34 47 0.8745555
8385 37 974 6 392 1.1229209
8385 37 1373 9 122 0.8740295
8385 119 6998 829 34 0.94554096
8385 164 682 7 1177 1.4112899
8385 164 740 5 85 0.84902185
8385 165 1954 1 64 0.940314
8386 22 3258 6 273 0.86886793
8386 146 2539 2 807 0.9567228
8386 449 4017 1 117 0.79404134
8387 10 21 1 565 1.1967161
8387 10 1678 6 491 1.1053246
8387 50 1495 14 200 0.9479212
8387 50 2299 8 366 1.0612687
8388 257 2767 1 190 0.92278063
8389 3 2359 1 65 0.8963301
8389 13 2359 3 65 0.8963301
8389 13 4506 2 80 0.92911553
8389 30 7714 0 32 0.96267265
8389 37 612 0 602 1.5275918
8390 20 504 29 551 0.9575149
8390 20 3342 18 296 0.9746785
8390 20 3477 62 193 0.89645827
8390 46 779 5 1616 1.2022377
8390 184 269 7 725 0.98403615
8390 184 1059 1 411 0.89152247
8391 73 638 0 842 1.5753201
8391 128 3311 2 63 0.8776798
8391 478 1818 8 1155 1.0139713
8392 43 101 0 7235 1.6636782
8392 61 9471 0 75 0.9747889
8392 165 733 3 88 0.9306815
8393 146 2539 2 807 0.9567228
8393 165 12350 2 31 0.7072893
8394 92 1485 4 841 1.0425301
8395 13 9612 2 32 0.8928257
8395 153 3916 2 158 1.0146598
8395 164 447 8 205 1.0801648
8395 164 791 5 854 1.2706488
8395 164 2299 39 366 1.0612687
8395 203 4739 2 82 1.0725999
8395 715 1818 9 1155 1.0139713
8396 118 28 0 156 0.6432334
8396 247 7085 19 191 0.954724
8396 247 8502 35 59 0.86101717
8396 385 3100 1 251 0.70876294
8397 71 10276 0 75 0.9254911
8397 232 5208 19 42 0.85126853
8398 24 1474 0 670 1.298265
8398 119 397 0 691 1.0470121
8398 167 4712 0 55 0.93079066
8401 13 259 3 192 0.9354834
8401 13 6871 1 81 0.9523729
8401 30 230 0 4525 1.9534371
8402 50 134 3 1120 1.4161556
8402 52 77 0 277 1.397321
8403 21 43 1 172 0.9648617
8403 50 2303 0 364 1.5041811
8403 172 7631 0 65 0.9239674
8405 278 635 0 2696 1.1500467
8406 84 58 0 9739 1.2333069
8407 20 504 27 551 0.9575149
8407 20 2082 41 410 1.0227814
8407 20 3123 6 656 0.96672934
8407 48 1043 0 1310 0.9974213
8408 616 10020 7 70 0.69126815
8409 7 6166 8 41 1.012901
8409 10 628 208 214 1.3684151
8409 10 1518 12 639 1.3847115
8409 48 58 0 9739 1.2333069
8409 382 4725 0 80 0.84337467
8410 9 2110 5 129 0.9945652
8410 37 621 6 351 1.3367584
8410 71 12963 2 25 0.7912063
8410 164 775 0 925 1.3399267
8410 164 2991 5 188 1.1682755
8410 192 3375 1 43 0.7561818
8410 492 11294 1 37 0.76297235
8411 1 10409 2 39 0.90108025
8411 10 1176 4 216 1.4161191
8411 10 5171 2 209 1.3246555
8411 19 538 0 69 0.96326286
8412 24 4652 0 156 1.1103218
8412 84 3116 0 777 1.0264574
8413 71 1209 31 199 0.83554727
8414 105 7530 5 27 0.60663193
8414 326 2241 0 945 1.2877724
8414 541 10194 0 53 0.72888714
8415 7 6542 2 88 0.9390557
8415 10 1861 0 355 1.2878
8415 10 4538 5 228 1.0958856
8416 20 111 7 511 0.9457005
8416 20 176 13 999 1.027247
8416 20 2028 104 1039 1.1372966
8416 172 9535 0 72 0.9558579
8417 30 1462 6 1151 1.8802359
8417 30 2689 14 228 1.0263616
8417 142 5741 4470 85 0.89989334
8418 7 1980 9 179 0.9677958
8418 7 7309 18 59 0.84299415
8418 10 2071 24 562 1.3872352
8418 17 35 0 1486 1.0222744
8418 50 5544 1 200 1.423608
8418 169 1376 0 269 1.038819
8419 109 1544 10 183 0.84432083
8419 294 3788 0 328 0.9645837
8421 13 6777 3 68 0.8284789
8421 13 7208 1 71 0.83627486
8421 13 8420 9 71 0.8395065
8421 37 1575 9 274 1.1080143
8421 61 2055 0 151 0.8970144
8421 119 5898 4 41 0.8449427
8421 200 251 0 2924 0.9742783
8423 65 842 2 62 0.61598814
8423 387 1542 2 321 0.9329625
8424 9 5087 4 63 0.9352033
8424 24 1474 0 670 1.298265
8424 37 621 2 351 1.3367584
8424 61 5590 0 66 0.9263509
8424 128 1093 3 164 0.95013636
8424 168 36 0 5545 1.5780802
8425 13 910 12 88 0.8725219
8425 13 6106 3 77 0.81473
8425 13 8272 9 142 0.9061386
8425 13 8741 7 49 0.87009853
8425 13 8840 19 82 0.8906925
8425 71 8648 0 24 0.7145795
8425 80 5229 1 112 1.0077982
8425 164 909 0 484 1.5038769
8429 616 7877 8 24 0.6371845
8429 644 11397 3 29 0.61021364
8430 508 1349 17 35 0.58914655
8430 508 11994 22 19 0.5871036
8431 38 1623 43 72 0.95717543
8431 38 2804 20 45 0.8369012
8431 38 5697 34 77 0.9313455
8432 19 7976 3 50 0.8529153
8432 52 248 1 370 1.4478517
8432 53 7976 3 50 0.8529153
8432 53 8549 0 65 0.8565085
8432 157 6198 0 73 0.9051257
8432 184 436 0 979 0.957659
8432 290 2109 1 36 0.905233
8433 20 247 7 809 1.0898685
8433 20 635 23 2696 1.1500467
8433 20 2082 28 410 1.0227814
8433 20 2328 33 505 1.0008395
8433 20 2603 50 249 0.8466347
8433 20 3116 69 777 1.0264574
8434 9 4127 4 62 0.9487956
8434 37 932 1 222 1.3252127
8434 37 3186 13 303 1.2534966
8434 61 2710 35 117 0.9523448
8434 73 214 0 3018 1.4734644
8434 128 2147 0 107 0.9066849
8434 168 36 0 5545 1.5780802
8434 200 251 0 2924 0.9742783
8435 25 1466 5 523 0.971984
8435 40 10060 8 75 0.7963158
8435 103 375 0 1338 1.0026985
8435 109 879 3 368 0.79472953
8436 3 11335 5 41 0.90135187
8436 13 6004 1 60 0.98321986
8436 30 202 13 575 1.5481902
8436 37 9707 6 36 0.6593098
8436 71 3358 0 96 0.87304825
8436 164 9340 0 49 0.6678777
8436 200 3632 5 293 0.9734173
8437 121 240 0 3933 1.1217115
